city,latitude,longitude,date,nkill,nwound,gname
Trebiel,32.74815,39.027969,2015-03-07,4.0,3.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-03-07,5.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mukayshafah,34.365089,43.74522,2015-03-08,1.0,0.0,Unknown
Arar,30.976266,41.018741,2015-03-09,4.0,1.0,Unknown
Arish,31.126646,33.800865,2015-03-10,2.0,33.0,Sinai Province of the Islamic State
Bolan,31.589827,64.337952,2015-03-10,8.0,27.0,Taliban
Maiduguri,11.840929,13.141459,2015-03-10,13.0,14.0,Boko Haram
Ramadi,33.420948,43.295662,2015-03-11,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-03-11,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-03-11,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-03-11,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Sinjar,36.319386,41.861473,2015-03-11,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-03-11,2.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-03-11,2.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-03-11,2.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.449772,43.29578,2015-03-11,2.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.468018,43.327589,2015-03-11,3.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-03-11,3.0,5.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-03-11,3.0,5.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-03-11,13.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Aden,12.825647,44.846416,2015-03-11,0.0,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
Khirbat Tiyas,34.551442,37.814298,2015-03-12,6.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Tikrit,34.608564,43.654323,2015-03-13,7.0,11.0,Islamic State of Iraq and the Levant (ISIL)
Al-Alam,34.705948,43.697075,2015-03-13,2.0,0.0,Unknown
Lahore,31.410962,74.363412,2015-03-15,11.0,35.0,Tehrik-i-Taliban Pakistan (TTP)
Lahore,31.412935,74.363546,2015-03-15,10.0,35.0,Tehrik-i-Taliban Pakistan (TTP)
Unknown,11.509748,12.978912,2015-03-15,3.0,4.0,Boko Haram
Ramadi,33.420948,43.295662,2015-03-15,4.0,51.0,Islamic State of Iraq and the Levant (ISIL)
Samarra,34.208416,43.890713,2015-03-15,4.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Lashkar Gah,31.60063,64.369652,2015-03-16,6.0,2.0,Unknown
Kandahar,31.631083,65.742226,2015-03-17,1.0,0.0,Taliban
Tarmiyah,33.669689,44.381317,2015-03-17,7.0,14.0,Unknown
Nad Ali district,31.640028,64.24,2015-03-17,0.0,0.0,Unknown
Kabul,34.516895,69.147011,2015-03-18,2.0,0.0,Taliban
Kabul,34.516895,69.147011,2015-03-18,2.0,0.0,Taliban
Lashkar Gah,31.60063,64.369652,2015-03-18,8.0,41.0,Taliban
Kano,11.974328,8.50026,2015-03-19,0.0,1.0,Unknown
Saada,16.917494,43.762409,2015-03-20,1.0,0.0,Sanaa Province of the Islamic State
Sanaa,15.325443,44.211895,2015-03-20,39.0,87.0,Sanaa Province of the Islamic State
Sanaa,15.325443,44.211895,2015-03-20,39.0,87.0,Sanaa Province of the Islamic State
Sanaa,15.325443,44.211895,2015-03-20,40.0,88.0,Sanaa Province of the Islamic State
Sanaa,15.325443,44.211895,2015-03-20,40.0,88.0,Sanaa Province of the Islamic State
Karachi,24.891115,67.143311,2015-03-20,4.0,4.0,Tehrik-i-Taliban Pakistan (TTP)
Hasakah,36.503593,40.740627,2015-03-20,25.0,89.0,Islamic State of Iraq and the Levant (ISIL)
Kathua,32.377503,75.521757,2015-03-20,7.0,10.0,Lashkar-e-Taiba (LeT)
Bihsud district,34.464395,70.480041,2015-03-21,1.0,5.0,Unknown
Samba district,32.561111,75.124722,2015-03-21,5.0,4.0,Jaish-e-Mohammad (JeM)
Kwaya Kusar district,10.443056,11.990833,2015-03-21,0.0,0.0,Boko Haram
Auno,11.846434,12.935461,2015-03-22,2.0,7.0,Boko Haram
Idlib,35.928802,36.631451,2015-03-24,7.0,,Al-Nusrah Front
Benghazi,32.069286,20.151144,2015-03-24,8.0,11.0,Barqa Province of the Islamic State
Benghazi,32.069286,20.151144,2015-03-24,7.0,12.0,Barqa Province of the Islamic State
Fallujah,33.349159,43.784199,2015-03-24,8.0,11.0,Islamic State of Iraq and the Levant (ISIL)
Idlib,35.928802,36.631451,2015-03-24,8.0,,Al-Nusrah Front
Idlib,35.928802,36.631451,2015-03-24,8.0,,Al-Nusrah Front
Kabul,34.516895,69.147011,2015-03-25,8.0,22.0,Unknown
Karma,33.403057,43.911865,2015-03-25,9.0,9.0,Islamic State of Iraq and the Levant (ISIL)
Hasakah,36.503593,40.740627,2015-03-26,2.0,0.0,Unknown
Mogadishu,2.059819,45.326115,2015-03-27,24.0,28.0,Al-Shabaab
Kabul,34.516895,69.147011,2015-03-29,4.0,8.0,Unknown
Husseiniyah,33.548306,44.415733,2015-03-30,6.0,18.0,Unknown
Dujail,33.835629,44.247406,2015-03-30,8.0,14.0,Islamic State of Iraq and the Levant (ISIL)
Fallujah,33.349159,43.784199,2015-03-30,8.0,9.0,Islamic State of Iraq and the Levant (ISIL)
Taji,33.540672,44.251266,2015-03-31,7.0,11.0,Islamic State of Iraq and the Levant (ISIL)
Injil district,34.31054,62.316639,2015-04-01,1.0,1.0,Unknown
Khost,33.335258,69.928467,2015-04-02,21.0,64.0,Haqqani Network
Karma,33.403057,43.911865,2015-05-02,13.0,8.0,Unknown
Unknown,31.363647,63.958611,2015-04-03,2.0,6.0,Taliban
Wazir Manda,31.76147,64.621428,2015-04-03,1.0,0.0,Unknown
Misrata,32.354923,15.105525,2015-04-05,7.0,21.0,Tripoli Province of the Islamic State
Marea,36.482582,37.197102,2015-04-06,10.0,,Islamic State of Iraq and the Levant (ISIL)
Hawar Kilis,36.658461,37.212777,2015-04-06,19.0,,Islamic State of Iraq and the Levant (ISIL)
Rutbah district,31.392495,41.460836,2015-04-06,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Biu,10.612418,12.19304,2015-04-06,1.0,0.0,Unknown
Biu,10.612186,12.193967,2015-04-06,0.0,0.0,Unknown
Sheikh Zuweid,31.174071,34.14131,2015-04-06,1.0,0.0,Unknown
New Marte,12.249185,13.866243,2015-04-07,25.0,,Boko Haram
Sheikh Zuweid,31.212225,34.117065,2015-04-07,1.0,0.0,Sinai Province of the Islamic State
Mazari Sharif,36.70993,67.1157,2015-04-09,14.0,60.0,Taliban
Jalalabad,34.417122,70.449593,2015-04-10,5.0,12.0,Taliban
Kabul,34.516895,69.147011,2015-04-10,1.0,1.0,Taliban
Mushahidah,33.649971,44.261543,2015-04-10,3.0,13.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-04-10,10.0,,Islamic State of Iraq and the Levant (ISIL)
Arish,31.126646,33.800865,2015-04-12,7.0,44.0,Sinai Province of the Islamic State
Mazrah,34.884941,43.492664,2015-04-12,6.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Baiji,35.005104,43.49686,2015-04-11,18.0,,Islamic State of Iraq and the Levant (ISIL)
Kirkuk,35.45211,44.375465,2015-04-12,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mogadishu,2.059819,45.326115,2015-04-14,17.0,15.0,Al-Shabaab
Fallujah district,33.35,43.783333,2015-04-14,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Ansongo,15.666816,0.508533,2015-04-15,4.0,16.0,Al-Mua'qi'oon Biddam Brigade (Those who Sign with Blood)
Sufiyah,33.440376,43.328276,2015-04-15,8.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Arbil,36.192589,44.004623,2015-04-17,3.0,8.0,Islamic State of Iraq and the Levant (ISIL)
Al-Baghdadi,33.864799,42.536385,2015-04-17,1.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Baiji district,34.929167,43.493056,2015-04-17,3.0,4.0,Unknown
Ramadi,33.420948,43.295662,2015-04-17,9.0,5.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-04-17,9.0,6.0,Islamic State of Iraq and the Levant (ISIL)
Jalalabad,34.417122,70.449593,2015-04-18,34.0,100.0,Khorasan Chapter of the Islamic State
Al-Baghdadi,33.864799,42.536385,2015-04-18,16.0,,Islamic State of Iraq and the Levant (ISIL)
Lashkar Gah,31.60063,64.369652,2015-04-19,4.0,11.0,Taliban
Unknown,13.634341,46.056321,2015-04-19,1.0,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
Potiskum,11.704399,11.088539,2015-04-20,1.0,3.0,Boko Haram
Daquq,35.137009,44.44664,2015-04-20,4.0,8.0,Islamic State of Iraq and the Levant (ISIL)
Daquq,35.137009,44.44664,2015-04-20,3.0,8.0,Islamic State of Iraq and the Levant (ISIL)
Mogadishu,2.059819,45.326115,2015-04-21,12.0,6.0,Al-Shabaab
Unknown,32.559762,41.919647,2015-04-21,1.0,0.0,Unknown
Samarra,34.208416,43.890713,2015-04-22,9.0,17.0,Islamic State of Iraq and the Levant (ISIL)
Musaybeen,35.85531,36.671555,2015-04-23,,,Al-Nusrah Front
Tharthar,33.683266,43.473259,2015-04-23,12.0,17.0,Islamic State of Iraq and the Levant (ISIL)
Jisr al-Shughur,35.813396,36.319939,2015-04-23,25.0,,Al-Nusrah Front
Jisr al-Shughur,35.813396,36.319939,2015-04-23,24.0,,Al-Nusrah Front
Jisr al-Shughur,35.813396,36.319939,2015-04-23,24.0,,Al-Nusrah Front
Fallujah district,33.35,43.783333,2015-04-24,15.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Trebiel,32.74815,39.027969,2015-04-25,7.0,12.0,Islamic State of Iraq and the Levant (ISIL)
Trebiel,32.74815,39.027969,2015-04-25,1.0,5.0,Islamic State of Iraq and the Levant (ISIL)
Nukhayb,32.04298,42.254261,2015-04-26,8.0,2.0,Islamic State of Iraq and the Levant (ISIL)
Jisr al-Shughur,35.813396,36.319939,2015-04-26,,,Al-Nusrah Front
Bihsud district,34.436222,70.448301,2015-04-27,0.0,0.0,Unknown
Musaybeen,35.855245,36.671186,2015-04-27,17.0,,Ahrar al-Sham
Unknown,,,2015-04-29,0.0,0.0,Al-Shabaab
Daman district,31.097641,65.684989,2015-04-30,1.0,1.0,Taliban
Daman district,31.116304,65.693429,2015-04-30,1.0,4.0,Taliban
Umerzai,34.234703,71.728027,2015-04-30,2.0,2.0,Tehrik-i-Taliban Pakistan (TTP)
Baghdad,33.303566,44.371773,2015-05-02,8.0,26.0,Islamic State of Iraq and the Levant (ISIL)
Damascus,33.515244,36.292084,2015-05-04,6.0,5.0,Al-Nusrah Front
Kabul,34.516895,69.147011,2015-05-04,2.0,15.0,Taliban
Baiji,35.011197,43.505267,2015-05-04,4.0,5.0,Islamic State of Iraq and the Levant (ISIL)
Subayhat,33.365791,43.95932,2015-05-05,3.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Abs district,16.005641,43.1925,2015-05-05,1.0,0.0,Unknown
Alizai,33.532871,70.351837,2015-05-06,4.0,10.0,Tehrik-i-Taliban Pakistan (TTP)
Albu Ghanim,33.453312,43.372253,2015-05-06,4.0,0.0,Unknown
Hasakah,36.503593,40.740627,2015-05-06,24.0,,Islamic State of Iraq and the Levant (ISIL)
Deir ez-Zor,35.333061,40.138737,2015-05-06,25.0,,Islamic State of Iraq and the Levant (ISIL)
Tikrit,34.814213,44.057988,2015-05-07,3.0,0.0,Unknown
Tikrit,34.621521,43.668377,2015-05-07,5.0,16.0,Islamic State of Iraq and the Levant (ISIL)
Baiji district,34.929167,43.493056,2015-05-07,2.0,3.0,Islamic State of Iraq and the Levant (ISIL)
Narghal,31.458333,66.301389,2015-05-07,11.0,7.0,Taliban
Potiskum,11.704399,11.088539,2015-05-08,2.0,5.0,Boko Haram
As Sawaid,33.856667,44.654444,2015-05-08,4.0,7.0,Islamic State of Iraq and the Levant (ISIL)
Kanaan,33.693409,44.796085,2015-05-08,5.0,18.0,Islamic State of Iraq and the Levant (ISIL)
Tikrit,34.621521,43.668377,2015-05-08,2.0,3.0,Unknown
Ramadi,33.420948,43.295662,2015-05-09,4.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Az Zahr al-Humar,,,2015-05-09,3.0,7.0,Unknown
Tarmiyah,33.669689,44.381317,2015-05-10,6.0,10.0,Islamic State of Iraq and the Levant (ISIL)
Al-Hayakil,33.34077,43.821672,2015-05-10,14.0,25.0,Islamic State of Iraq and the Levant (ISIL)
Kabul,34.516895,69.147011,2015-05-10,4.0,19.0,Taliban
Kandahar,31.631083,65.742226,2015-05-10,3.0,4.0,Taliban
Jisr al-Shughur,35.813396,36.319939,2015-05-10,72.0,,Al-Nusrah Front
Unknown,34.981057,69.621456,2015-05-11,0.0,0.0,Unknown
Baghdad,33.303566,44.371773,2015-05-12,5.0,12.0,Islamic State of Iraq and the Levant (ISIL)
Hotan,37.114158,79.922211,2015-05-12,3.0,4.0,Uighur Separatists
Karma,33.403057,43.911865,2015-05-12,,,Islamic State of Iraq and the Levant (ISIL)
Kabul,34.516895,69.147011,2015-05-13,17.0,7.0,Taliban
Lashkar Gah,31.60063,64.369652,2015-05-13,9.0,5.0,Taliban
Maiduguri,11.840929,13.141459,2015-05-13,12.0,12.0,Boko Haram
Bala Morghab district,35.641094,63.304499,2015-05-14,6.0,0.0,Taliban
Ramadi,33.420948,43.295662,2015-05-15,13.0,7.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-05-15,13.0,24.0,Islamic State of Iraq and the Levant (ISIL)
Damaturu,11.74464,11.970257,2015-05-16,11.0,30.0,Boko Haram
Ramadi,33.420948,43.295662,2015-05-16,3.0,5.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-05-16,16.0,,Islamic State of Iraq and the Levant (ISIL)
Fallujah,33.349159,43.784199,2015-05-16,37.0,20.0,Islamic State of Iraq and the Levant (ISIL)
Arghistan district,31.461224,66.52239,2015-05-16,5.0,0.0,Taliban
Kabul,34.516895,69.147011,2015-05-17,4.0,18.0,Taliban
Tajoura,32.857067,13.338508,2015-05-17,1.0,0.0,Tripoli Province of the Islamic State
Ramadi,33.420948,43.295662,2015-05-17,8.0,12.0,Islamic State of Iraq and the Levant (ISIL)
Ramadi,33.420948,43.295662,2015-05-17,14.0,15.0,Islamic State of Iraq and the Levant (ISIL)
Kandahar,31.631083,65.742226,2015-05-18,1.0,7.0,Taliban
Bagh-e Shirqat,36.728591,68.868066,2015-05-18,0.0,0.0,Taliban
Al-Qubbah,32.762238,22.241188,2015-05-19,2.0,7.0,Barqa Province of the Islamic State
Kabul,34.516895,69.147011,2015-05-19,5.0,24.0,Taliban
Garkida,10.407729,12.569435,2015-05-19,7.0,14.0,Boko Haram
Khannesin,30.550198,63.78606,2015-05-19,12.0,,Taliban
Harawah,31.05397,17.284967,2015-05-20,2.0,,Tripoli Province of the Islamic State
Chahar Burja district,30.284167,62.044722,2015-05-20,6.0,0.0,Unknown
Tawurgha,31.833948,15.039731,2015-05-21,3.0,2.0,Tripoli Province of the Islamic State
Qatif,26.554785,50.004524,2015-05-22,23.0,100.0,Najd Province of the Islamic State
Waleed,33.433811,38.922878,2015-05-22,3.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Karma,33.403057,43.911865,2015-05-23,4.0,0.0,Unknown
Jalalabad,34.417122,70.449593,2015-05-23,0.0,0.0,Unknown
Baqubah,33.74324,44.623825,2015-05-24,1.0,2.0,Islamic State of Iraq and the Levant (ISIL)
Al-Baghdadi,33.864799,42.536385,2015-05-24,6.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Qalat,32.100204,66.901016,2015-05-25,5.0,73.0,Taliban
Maydan Shahr,34.396797,68.863945,2015-05-26,6.0,4.0,Taliban
Kandahar,31.631083,65.742226,2015-05-26,4.0,2.0,Taliban
Kabul,34.516895,69.147011,2015-05-26,4.0,0.0,Taliban
Karma,33.403057,43.911865,2015-05-26,6.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Karma,33.403057,43.911865,2015-05-26,7.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Fallujah,33.349159,43.784199,2015-05-26,7.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Quetta,30.200819,66.994354,2015-05-28,5.0,7.0,Tehrik-i-Taliban Pakistan (TTP)
Dammam,26.428604,50.066521,2015-05-29,5.0,4.0,Najd Province of the Islamic State
Lahore,31.50547,74.34288,2015-05-29,3.0,6.0,Unknown
Baghdad,33.303566,44.371773,2015-05-28,8.0,12.0,Islamic State of Iraq and the Levant (ISIL)
Unknown,3.503923,42.236243,2015-05-29,1.0,0.0,Al-Shabaab
Sanaa,15.325443,44.211895,2015-05-29,0.0,0.0,Sanaa Province of the Islamic State
Karma,33.403057,43.911865,2015-05-30,28.0,,Islamic State of Iraq and the Levant (ISIL)
Maiduguri,11.840929,13.141459,2015-05-30,27.0,28.0,Boko Haram
Shoqra,13.357599,45.69648,2015-05-30,8.0,,Al-Qaida in the Arabian Peninsula (AQAP)
Hasakah,36.503593,40.740627,2015-05-30,,,Islamic State of Iraq and the Levant (ISIL)
Hasakah,36.503593,40.740627,2015-05-30,,,Islamic State of Iraq and the Levant (ISIL)
Jalalabad,34.417122,70.449593,2015-05-31,4.0,10.0,Taliban
Misrata,32.362905,15.028344,2015-05-31,6.0,7.0,Tripoli Province of the Islamic State
Tangdhar,34.399646,73.862489,2015-05-31,5.0,0.0,Jaish-e-Mohammad (JeM)
Fallujah,33.349159,43.784199,2015-06-01,5.0,7.0,Unknown
Tharthar,33.683266,43.473259,2015-06-01,39.0,25.0,Islamic State of Iraq and the Levant (ISIL)
Biu,10.6111,12.195,2015-06-01,1.0,0.0,Unknown
Baiji district,34.929167,43.493056,2015-06-02,8.0,12.0,Unknown
Maiduguri,11.840929,13.141459,2015-06-02,51.0,25.0,Boko Haram
Samarra district,34.198803,43.873311,2015-06-03,53.0,,Islamic State of Iraq and the Levant (ISIL)
Hasakah,36.503593,40.740627,2015-06-03,40.0,,Islamic State of Iraq and the Levant (ISIL)
Maiduguri,11.840929,13.141459,2015-06-04,9.0,3.0,Boko Haram
Yola,9.203496,12.49539,2015-06-04,47.0,40.0,Boko Haram
Shetimari,11.448611,12.356667,2015-06-04,20.0,0.0,Boko Haram
Lashkar Gah,31.60063,64.369652,2015-06-04,6.0,5.0,Taliban
Al-Fathah,35.064873,43.551613,2015-06-04,4.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Tharthar,33.683266,43.473259,2015-06-04,4.0,6.0,Islamic State of Iraq and the Levant (ISIL)
Kandahar,31.631083,65.742226,2015-06-05,1.0,1.0,Taliban
Balad Ruz district,33.695694,45.067169,2015-06-06,15.0,37.0,Islamic State of Iraq and the Levant (ISIL)
Hasakah,36.503593,40.740627,2015-06-03,40.0,,Islamic State of Iraq and the Levant (ISIL)
Hasakah,36.503593,40.740627,2015-06-03,39.0,,Islamic State of Iraq and the Levant (ISIL)
Sargodha,32.083741,72.67186,2015-06-06,2.0,0.0,Unknown
Kukawa district,12.923945,13.564097,2015-06-06,3.0,4.0,Boko Haram
Tungushe,11.648532,13.41939,2015-06-06,1.0,2.0,Boko Haram
Tharthar,33.683266,43.473259,2015-06-06,17.0,,Islamic State of Iraq and the Levant (ISIL)
Qarghayi district,34.555122,70.242166,2015-06-06,0.0,0.0,Unknown
Datta Khel,33.150724,70.43233,2015-06-08,27.0,14.0,Halqa-e-Mehsud
Konduga district,11.648532,13.41939,2015-06-09,3.0,0.0,Unknown
Amiriyat al-Fallujah,33.163559,43.863106,2015-06-09,11.0,17.0,Islamic State of Iraq and the Levant (ISIL)
Baghdad,33.303566,44.371773,2015-06-10,5.0,13.0,Islamic State of Iraq and the Levant (ISIL)
Luxor,25.71468,32.717499,2015-06-10,2.0,5.0,Sinai Province of the Islamic State
Karma,33.403057,43.911865,2015-06-10,10.0,10.0,Unknown
Peshawar,34.006004,71.53743,2015-06-11,3.0,5.0,Tehrik-i-Taliban Pakistan (TTP)
Gardez,33.598633,69.228996,2015-06-10,1.0,0.0,Unknown
Daman district,31.12649,65.753784,2015-06-12,1.0,1.0,Unknown
Hajjaj,34.834415,43.515133,2015-06-13,1.0,6.0,Islamic State of Iraq and the Levant (ISIL)
Habbaniyah,33.382431,43.587631,2015-06-13,16.0,,Islamic State of Iraq and the Levant (ISIL)
Derna,32.760422,22.635265,2015-06-13,4.0,5.0,Barqa Province of the Islamic State
Derna,32.760422,22.635265,2015-06-13,1.0,0.0,Barqa Province of the Islamic State
Derna,32.760422,22.635265,2015-06-13,1.0,0.0,Barqa Province of the Islamic State
Hajjaj,34.834415,43.515133,2015-06-13,7.0,7.0,Islamic State of Iraq and the Levant (ISIL)
Hajjaj,34.834415,43.515133,2015-06-13,6.0,7.0,Islamic State of Iraq and the Levant (ISIL)
Karma,33.403057,43.911865,2015-06-13,22.0,25.0,Islamic State of Iraq and the Levant (ISIL)
N'Djamena,12.126693,15.0284,2015-06-15,19.0,51.0,Boko Haram
N'Djamena,12.126693,15.0284,2015-06-15,18.0,50.0,Boko Haram
Potiskum,11.704399,11.088539,2015-06-15,8.0,,Boko Haram
Mashaya,11.781389,11.228333,2015-06-15,3.0,8.0,Boko Haram
Tikrit district,34.925074,43.809004,2015-06-15,14.0,,Islamic State of Iraq and the Levant (ISIL)
Albu Ajil,34.582001,43.724945,2015-06-15,14.0,,Islamic State of Iraq and the Levant (ISIL)
Sanaa,15.325443,44.211895,2015-06-17,6.0,13.0,Sanaa Province of the Islamic State
Sanaa,15.325443,44.211895,2015-06-17,6.0,12.0,Sanaa Province of the Islamic State
Karma,33.403057,43.911865,2015-06-17,5.0,7.0,Unknown
Baghdad,33.303566,44.371773,2015-06-17,8.0,16.0,Unknown
Adado,6.134133,46.631699,2015-06-18,4.0,0.0,Al-Shabaab
Benghazi,32.069286,20.151144,2015-06-17,1.0,0.0,Barqa Province of the Islamic State
Qarabagh district,33.194977,68.105303,2015-06-21,16.0,8.0,Taliban
Sopore district,34.285858,74.461454,2015-06-20,1.0,6.0,Lashkar-e-Taiba (LeT)
Mogadishu,2.059819,45.326115,2015-06-21,4.0,0.0,Al-Shabaab
Qamishli,37.05336,41.227345,2015-06-21,2.0,11.0,Islamic State of Iraq and the Levant (ISIL)
Kabul,34.516895,69.147011,2015-06-22,9.0,31.0,Taliban
Nukhayb,32.04298,42.254261,2015-06-22,3.0,8.0,Islamic State of Iraq and the Levant (ISIL)
Maiduguri,11.840929,13.141459,2015-06-22,22.0,50.0,Boko Haram
An Nada,33.8625,45.287222,2015-06-23,15.0,24.0,Islamic State of Iraq and the Levant (ISIL)
Rahaliyah,32.765373,43.391655,2015-06-23,7.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Unknown,13.148959,44.85055,2015-06-23,,,Al-Qaida in the Arabian Peninsula (AQAP)
Hasakah,36.503593,40.740627,2015-06-23,1.0,12.0,Islamic State of Iraq and the Levant (ISIL)
Hasakah,36.503593,40.740627,2015-06-23,13.0,16.0,Islamic State of Iraq and the Levant (ISIL)
Hasakah,36.503593,40.740627,2015-06-23,2.0,12.0,Islamic State of Iraq and the Levant (ISIL)
Gujba district,11.501058,11.93338,2015-06-23,11.0,23.0,Boko Haram
Al-Fathah,35.064873,43.551613,2015-06-24,3.0,3.0,Islamic State of Iraq and the Levant (ISIL)
Al-Fathah,35.064873,43.551613,2015-06-24,3.0,3.0,Islamic State of Iraq and the Levant (ISIL)
Al-Fathah,35.064873,43.551613,2015-06-24,2.0,2.0,Islamic State of Iraq and the Levant (ISIL)
Mogadishu,2.059819,45.326115,2015-06-24,15.0,4.0,Al-Shabaab
Baiji district,34.929167,43.493056,2015-06-24,1.0,0.0,Unknown
Kobani,36.886497,38.350204,2015-06-25,174.0,201.0,Islamic State of Iraq and the Levant (ISIL)
Fallujah,33.349159,43.784199,2015-06-25,20.0,30.0,Islamic State of Iraq and the Levant (ISIL)
Kuwait,29.347702,47.94912,2015-06-26,28.0,227.0,Najd Province of the Islamic State
Tikrit district,34.6,43.683333,2015-06-26,4.0,5.0,Unknown
Leego,2.71581,44.511845,2015-06-26,70.0,,Al-Shabaab
Hasakah,36.503593,40.740627,2015-06-26,21.0,,Islamic State of Iraq and the Levant (ISIL)
Maiduguri,11.840929,13.141459,2015-06-27,7.0,15.0,Boko Haram
Jakana,11.811944,12.8225,2015-06-27,2.0,0.0,Boko Haram
Hasakah,36.503593,40.740627,2015-06-28,,,Islamic State of Iraq and the Levant (ISIL)
Kabul,34.516895,69.147011,2015-06-30,3.0,24.0,Taliban
Lashkar Gah,31.60063,64.369652,2015-06-30,4.0,51.0,Taliban
Tall Abyad,36.695915,38.946732,2015-06-30,5.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Baiji,34.92485,43.491413,2015-07-01,1.0,1.0,Islamic State of Iraq and the Levant (ISIL)
Maiduguri,11.840929,13.141459,2015-07-01,2.0,2.0,Unknown
Sheikh Zuweid,31.212225,34.117065,2015-07-01,16.0,7.0,Sinai Province of the Islamic State
Sheikh Zuweid,31.212225,34.117065,2015-07-01,16.0,7.0,Sinai Province of the Islamic State
Malari,11.653889,13.421389,2015-07-02,8.0,4.0,Boko Haram
Malari,11.653889,13.421389,2015-07-02,7.0,3.0,Boko Haram
Al-Fathah,35.064873,43.551613,2015-07-02,8.0,10.0,Unknown
Zabarmari,11.831098,13.150967,2015-07-03,13.0,101.0,Boko Haram
Derna,32.760422,22.635265,2015-07-03,4.0,4.0,Barqa Province of the Islamic State
Derna,32.760422,22.635265,2015-07-03,3.0,3.0,Barqa Province of the Islamic State
Derna,32.760422,22.635265,2015-07-03,3.0,3.0,Barqa Province of the Islamic State
Arihah,35.813972,36.609917,2015-07-03,15.0,20.0,Islamic State of Iraq and the Levant (ISIL)
Hudaydah,14.781294,42.972851,2015-07-03,9.0,22.0,Unknown
Bashiqah,36.447495,43.351059,2015-07-04,7.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Kobani,36.886497,38.350204,2015-07-04,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Hadithah,34.160587,42.37254,2015-07-05,33.0,16.0,Islamic State of Iraq and the Levant (ISIL)
Baiji,34.92485,43.491413,2015-07-04,5.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Baiji,34.92485,43.491413,2015-07-04,6.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Potiskum,11.704399,11.088539,2015-07-05,7.0,20.0,Boko Haram
Jos,9.933333,8.883333,2015-07-05,26.0,33.0,Boko Haram
Kano,11.974328,8.50026,2015-07-06,1.0,0.0,Boko Haram
Haqlaniyah,34.085258,42.360344,2015-07-06,19.0,18.0,Islamic State of Iraq and the Levant (ISIL)
Aleppo,36.201721,37.14352,2015-07-06,26.0,,Al-Nusrah Front
Ain Issa,36.38588,38.863895,2015-07-06,21.0,,Islamic State of Iraq and the Levant (ISIL)
Zaria,11.066584,7.699986,2015-07-07,26.0,32.0,Boko Haram
Sabon Gari,10.590654,12.207258,2015-07-07,5.0,,Boko Haram
Baiji,34.922668,43.456279,2015-07-07,7.0,10.0,Islamic State of Iraq and the Levant (ISIL)
