city,latitude,longitude,date,nkill,nwound,gname
Baghdad,33.303566,44.371773,2017-04-08,2.0,0.0,Unknown
Palmyra district,33.327676,38.6559,2017-04-08,9.0,,Islamic State of Iraq and the Levant (ISIL)
Palmyra district,33.330088,38.656352,2017-04-08,3.0,,Islamic State of Iraq and the Levant (ISIL)
Aden,12.825647,44.846416,2017-04-08,1.0,0.0,Unknown
Tanta,30.787678,30.999529,2017-04-09,31.0,89.0,Islamic State in Egypt
Alexandria,31.19829,29.899403,2017-04-09,19.0,47.0,Islamic State in Egypt
Mogadishu,2.059819,45.326115,2017-04-09,16.0,5.0,Al-Shabaab
Chaman,30.92211,66.45153,2017-04-08,0.0,0.0,Unknown
Waleed,33.433811,38.922878,2017-04-09,23.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Maiduguri,11.840929,13.141459,2017-04-10,2.0,0.0,Boko Haram
Mogadishu,2.059819,45.326115,2017-04-10,14.0,12.0,Al-Shabaab
Marko Bazaar,34.187222,70.823056,2017-04-10,1.0,0.0,Unknown
Tarmiyah,33.669689,44.381317,2017-04-11,2.0,0.0,Unknown
Dalori,11.761901,13.266306,2017-04-12,3.0,1.0,Boko Haram
Kabul,34.516895,69.147011,2017-04-12,6.0,10.0,Khorasan Chapter of the Islamic State
Aleppo,36.201721,37.14352,2017-04-15,127.0,55.0,Jaysh al-Islam (Syria)
Achin district,34.08218,70.667035,2017-04-16,2.0,0.0,Khorasan Chapter of the Islamic State
Mosul,36.354145,43.14357,2017-04-18,17.0,,Islamic State of Iraq and the Levant (ISIL)
Dulab,33.889561,42.623253,2017-04-18,2.0,2.0,Islamic State of Iraq and the Levant (ISIL)
Kolofata,11.162543,14.013976,2017-04-19,4.0,4.0,Boko Haram
Malihah,35.018003,43.445215,2017-04-20,2.0,3.0,Islamic State of Iraq and the Levant (ISIL)
Baghdad,33.303566,44.371773,2017-04-20,1.0,,Unknown
Yosuf Khel district,33.048333,68.653333,2017-04-20,0.0,0.0,Unknown
Mazari Sharif,36.70993,67.1157,2017-04-21,266.0,64.0,Taliban
Baghdad,33.303566,44.371773,2017-04-21,1.0,0.0,Unknown
Areej,36.186286,43.201967,2017-04-23,3.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Ibn Badis,36.318789,6.832205,2017-04-19,1.0,0.0,Algeria Province of the Islamic State
Mammanti,11.75069,13.123055,2017-04-24,3.0,0.0,Boko Haram
Mainari,11.733531,13.084412,2017-04-24,4.0,2.0,Boko Haram
Khost,33.335258,69.928467,2017-04-24,5.0,6.0,Taliban
Baiji,34.92485,43.491413,2017-04-24,4.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Rafah,31.250196,34.24128,2017-04-25,5.0,6.0,Sinai Province of the Islamic State
Unknown,,,2017-04-25,0.0,0.0,Unknown
Maiduguri,11.873005,13.250529,2017-04-26,1.0,0.0,Boko Haram
Maiduguri,11.831098,13.150967,2017-04-26,1.0,0.0,Boko Haram
Maiduguri,11.840929,13.141459,2017-04-26,2.0,1.0,Boko Haram
Hammam al-Alil,36.158558,43.2551,2017-04-26,1.0,0.0,Unknown
Mosul,36.354145,43.14357,2017-04-26,19.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-04-26,18.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Pangzam,34.484194,74.072291,2017-04-27,5.0,5.0,Lashkar-e-Taiba (LeT)
Mangugum,12.251667,12.336111,2017-04-27,6.0,40.0,Boko Haram
Tchakarmani,11.046517,14.140795,2017-04-28,1.0,1.0,Boko Haram
Baghdad,33.303566,44.371773,2017-04-28,5.0,5.0,Islamic State of Iraq and the Levant (ISIL)
Ghalibiyah,33.737099,44.490696,2017-04-27,1.0,1.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-04-29,37.0,20.0,Islamic State of Iraq and the Levant (ISIL)
Arab ar Rawashid,34.046667,44.135556,2017-05-01,2.0,0.0,Unknown
Barikab,34.303501,70.715721,2017-05-01,1.0,0.0,Khorasan Chapter of the Islamic State
Rajm al-Salibi,36.807907,42.071414,2017-05-02,26.0,17.0,Islamic State of Iraq and the Levant (ISIL)
Ishaqi,34.047529,44.029436,2017-05-02,5.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Rajm al-Salibi,36.749678,41.59673,2017-05-02,25.0,17.0,Islamic State of Iraq and the Levant (ISIL)
Samarra,34.208416,43.890713,2017-05-02,3.0,1.0,Islamic State of Iraq and the Levant (ISIL)
Kabul,34.516895,69.147011,2017-05-03,9.0,28.0,Khorasan Chapter of the Islamic State
Maiduguri,11.87308,13.250249,2017-05-03,3.0,1.0,Boko Haram
Kandahar,31.631083,65.742226,2017-05-03,3.0,1.0,Taliban
Mandarari,11.544192,13.34286,2017-05-04,7.0,6.0,Boko Haram
Mosul,36.354145,43.14357,2017-05-06,13.0,3.0,Islamic State of Iraq and the Levant (ISIL)
Sorkamar,34.064349,70.644179,2017-05-07,2.0,0.0,Khorasan Chapter of the Islamic State
Kirkuk,35.45211,44.375465,2017-05-07,7.0,3.0,Islamic State of Iraq and the Levant (ISIL)
Mogadishu,2.059819,45.326115,2017-05-08,9.0,10.0,Al-Shabaab
Maiduguri,11.840929,13.141459,2017-05-13,4.0,1.0,Boko Haram
Sabiat,33.40217,44.288144,2017-05-11,5.0,10.0,Islamic State of Iraq and the Levant (ISIL)
Fallujah district,32.750743,43.590208,2017-05-11,2.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Duaan,15.506945,48.34395,2017-05-10,4.0,9.0,Al-Qaida in the Arabian Peninsula (AQAP)
Mosul,36.354145,43.14357,2017-05-12,3.0,0.0,Unknown
Mastung,29.803965,66.85099,2017-05-12,29.0,30.0,Khorasan Chapter of the Islamic State
Kismayo,-0.357847,42.54665,2017-05-12,3.0,1.0,Al-Shabaab
Mosul,36.354145,43.14357,2017-05-13,7.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-05-13,2.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-05-13,5.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Gora,31.082872,34.146267,2017-05-13,2.0,3.0,Sinai Province of the Islamic State
Baghdad,33.303566,44.371773,2017-05-14,2.0,5.0,Islamic State of Iraq and the Levant (ISIL)
Jalalabad,34.417122,70.449593,2017-05-14,0.0,0.0,Unknown
Baghdad,33.303566,44.371773,2017-05-13,1.0,0.0,Unknown
Hadithah,34.160587,42.37254,2017-05-15,5.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Shuwari Buri,11.67584,13.41098,2017-05-15,5.0,6.0,Boko Haram
Mosul,36.354145,43.14357,2017-05-17,4.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Baghdad,33.303566,44.371773,2017-05-16,1.0,0.0,Unknown
Mosul,36.354145,43.14357,2017-05-17,5.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-05-17,4.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Jalalabad,34.417122,70.449593,2017-05-17,10.0,18.0,Khorasan Chapter of the Islamic State
Mashimari,11.513015,13.422163,2017-05-17,3.0,0.0,Boko Haram
As Sabah Kilu,33.407327,43.19936,2017-05-17,0.0,0.0,Unknown
Tuz Khormato,34.881348,44.62513,2017-05-18,10.0,11.0,Islamic State of Iraq and the Levant (ISIL)
Maiduguri,11.840929,13.141459,2017-05-18,3.0,3.0,Boko Haram
Nassaf,33.3073,42.417619,2017-05-18,0.0,0.0,Unknown
Baghdad,33.303566,44.371773,2017-05-19,14.0,15.0,Islamic State of Iraq and the Levant (ISIL)
Baghdad,33.303566,44.371773,2017-05-19,6.0,5.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-05-19,3.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-05-19,3.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-05-19,3.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-05-19,3.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Waghaz district,33.34526,68.163135,2017-05-19,6.0,1.0,Taliban
Mosul,36.354145,43.14357,2017-05-24,1.0,0.0,Unknown
Radhwaniyah,33.185299,44.26778,2017-05-18,1.0,2.0,Unknown
Basra,30.510054,47.778095,2017-05-19,12.0,30.0,Islamic State of Iraq and the Levant (ISIL)
Basra,30.510054,47.778095,2017-05-19,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Gardez,33.598633,69.228996,2017-05-20,8.0,31.0,Taliban
Maiduguri,11.840929,13.141459,2017-05-20,1.0,0.0,Boko Haram
Masinmari,11.513015,13.422163,2017-05-20,4.0,0.0,Boko Haram
Mosul,36.354145,43.14357,2017-05-21,7.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-05-21,4.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-05-21,5.0,5.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-05-21,5.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Karkush,33.737061,45.232285,2017-05-22,6.0,3.0,Islamic State of Iraq and the Levant (ISIL)
Jilam,34.166004,43.905515,2017-05-22,2.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Manchester,53.488228,-2.244026,2017-05-22,23.0,119.0,Islamic State of Iraq and the Levant (ISIL)
Bosaso,11.274796,49.179657,2017-05-23,6.0,6.0,Jabha East Africa
Doubel,10.822222,14.477778,2017-05-23,3.0,0.0,Boko Haram
Homs,34.717705,36.722824,2017-05-23,6.0,30.0,Islamic State of Iraq and the Levant (ISIL)
Sayyidah Zaynab,33.446476,36.334499,2017-05-23,3.0,1.0,Islamic State of Iraq and the Levant (ISIL)
Jakarta,-6.229956,106.866515,2017-05-24,3.0,5.0,Jamaah Ansharut Daulah
Jakarta,-6.229956,106.866515,2017-05-24,2.0,5.0,Jamaah Ansharut Daulah
Mogadishu,2.059819,45.326115,2017-05-24,6.0,6.0,Al-Shabaab
Mammanti,11.75069,13.123055,2017-05-24,3.0,0.0,Boko Haram
Ghalibiyah,33.737099,44.490696,2017-05-25,0.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Washer district,32.252233,63.855853,2017-05-25,7.0,2.0,Taliban
Wahat as Sawannah,34.727959,37.707956,2017-05-25,9.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Khost,33.335258,69.928467,2017-05-27,19.0,10.0,Taliban
Baqubah,33.74324,44.623825,2017-05-28,4.0,10.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-05-29,8.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Zerga,35.301879,44.329218,2017-05-29,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Baghdad,33.303566,44.371773,2017-05-30,12.0,47.0,Islamic State of Iraq and the Levant (ISIL)
Hit,33.633896,42.832081,2017-05-30,18.0,35.0,Islamic State of Iraq and the Levant (ISIL)
Baghdad,33.303566,44.371773,2017-05-30,10.0,36.0,Islamic State of Iraq and the Levant (ISIL)
Muhallabiyah,36.263832,42.707668,2017-05-30,5.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Tall Zalat,36.283566,42.830044,2017-05-30,4.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-05-30,4.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Kabul,34.516895,69.147011,2017-05-30,2.0,0.0,Unknown
Khogyani district,34.228862,70.193076,2017-05-30,1.0,0.0,Taliban
Maiduguri,11.840929,13.141459,2017-05-30,1.0,0.0,Boko Haram
Kabul,34.516895,69.147011,2017-05-31,93.0,491.0,Khorasan Chapter of the Islamic State
Mosul,36.354145,43.14357,2017-05-31,14.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Jalalabad,34.402478,70.49607,2017-06-01,2.0,4.0,Khorasan Chapter of the Islamic State
Djakana,12.514673,14.355941,2017-06-01,2.0,2.0,Boko Haram
Kolofata,11.162543,14.013976,2017-06-02,11.0,30.0,Boko Haram
Mosul,36.354145,43.14357,2017-06-02,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Huwayrah,33.911588,44.73531,2017-06-03,2.0,0.0,Unknown
Halabisah,33.425278,44.221667,2017-06-03,5.0,,Islamic State of Iraq and the Levant (ISIL)
London,51.504387,-0.140041,2017-06-03,11.0,48.0,Jihadi-inspired extremists
Kulbiyow,-1.136914,41.223171,2017-06-03,,,Al-Shabaab
Kabul,34.516895,69.147011,2017-06-03,9.0,87.0,Taliban
Mosul,36.354145,43.14357,2017-06-03,15.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-06-03,13.0,2.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-06-03,8.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Bagram district,34.954673,69.23065,2017-06-04,0.0,0.0,Unknown
Waleed,33.433811,38.922878,2017-06-05,2.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Balad Ruz,33.693947,45.067425,2017-06-05,1.0,2.0,Islamic State of Iraq and the Levant (ISIL)
Sumbal,34.225807,74.641022,2017-06-05,4.0,0.0,Lashkar-e-Taiba (LeT)
Hit,33.633896,42.832081,2017-06-06,8.0,2.0,Unknown
Baqubah,33.74324,44.623825,2017-06-06,1.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-06-07,1.0,0.0,Unknown
Tehran,35.724533,51.40519,2017-06-07,9.0,26.0,Islamic State of Iraq and the Levant (ISIL)
Tehran,35.549206,51.366454,2017-06-07,8.0,26.0,Islamic State of Iraq and the Levant (ISIL)
Maiduguri,11.840929,13.141459,2017-06-07,4.0,1.0,Boko Haram
Maiduguri,11.840929,13.141459,2017-06-07,7.0,18.0,Boko Haram
Maiduguri,11.840929,13.141459,2017-06-07,3.0,3.0,Boko Haram
Maiduguri,11.840929,13.141459,2017-06-07,2.0,3.0,Boko Haram
Mora,11.046735,14.140454,2017-06-07,2.0,2.0,Boko Haram
Baghdad,33.303566,44.371773,2017-06-08,0.0,0.0,Unknown
Af Urur,9.757036,49.374049,2017-06-08,77.0,20.0,Al-Shabaab
Maiduguri,11.840929,13.141459,2017-06-08,1.0,0.0,Boko Haram
Karbala,32.604393,44.007145,2017-06-09,1.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Musayyib,32.777344,44.289352,2017-06-09,32.0,23.0,Islamic State of Iraq and the Levant (ISIL)
Baghdad,33.303566,44.371773,2017-06-09,2.0,2.0,Unknown
Bekirhan,38.141441,41.294713,2017-06-09,3.0,1.0,Kurdistan Workers' Party (PKK)
Bouvare,10.843568,14.68046,2017-06-09,1.0,0.0,Boko Haram
Tall Safouk,36.06028,41.29466,2017-06-09,5.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Raqqah,35.951523,39.009563,2017-06-09,13.0,,Islamic State of Iraq and the Levant (ISIL)
Kolofata,11.162543,14.013976,2017-06-09,2.0,2.0,Boko Haram
Kifri district,34.567274,44.513969,2017-06-10,3.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Jalrez district,34.473461,68.65028,2017-06-09,0.0,0.0,Haqqani Network
Mayo-Sava district,11.215955,13.992253,2017-06-10,2.0,0.0,Boko Haram
Mora,11.046735,14.140454,2017-06-10,1.0,0.0,Boko Haram
Kabul,34.516895,69.147011,2017-06-10,0.0,0.0,Haqqani Network
Lashkar Gah,31.60063,64.369652,2017-06-10,0.0,0.0,Taliban
Adhaim,34.275066,44.537865,2017-06-11,3.0,5.0,Islamic State of Iraq and the Levant (ISIL)
Baraki Barak district,33.969093,68.950979,2017-06-11,0.0,0.0,Haqqani Network
Mora,11.046735,14.140454,2017-06-11,2.0,0.0,Boko Haram
Mosul,36.354145,43.14357,2017-06-13,2.0,5.0,Islamic State of Iraq and the Levant (ISIL)
Tekeli,37.246358,44.650062,2017-06-13,2.0,0.0,Kurdistan Workers' Party (PKK)
Mogadishu,2.059819,45.326115,2017-06-14,37.0,26.0,Al-Shabaab
Mosul,36.354145,43.14357,2017-06-14,1.0,4.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-06-14,9.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-06-14,17.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-06-14,17.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-06-14,17.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Am Chide,11.236522,14.126195,2017-06-15,3.0,,Unknown
Tikrit,34.621521,43.668377,2017-06-15,11.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Kabul,34.516895,69.147011,2017-06-15,6.0,7.0,Khorasan Chapter of the Islamic State
Fengxian,33.768378,117.786578,2017-06-15,8.0,65.0,Unknown
Samarra,34.208416,43.890713,2017-06-16,5.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Idlib,35.928802,36.631451,2017-06-16,2.0,9.0,Islamic State of Iraq and the Levant (ISIL)
Kofa,11.649281,13.4124,2017-06-18,8.0,4.0,Boko Haram
Dalori,11.761901,13.266306,2017-06-18,6.0,4.0,Boko Haram
Dalori,11.761901,13.266306,2017-06-18,2.0,3.0,Boko Haram
Kofa,11.649281,13.4124,2017-06-18,0.0,0.0,Boko Haram
Qarah Tapah,34.430836,44.93409,2017-06-18,1.0,0.0,Unknown
Tuz Khormato,34.881348,44.62513,2017-06-18,4.0,2.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-06-18,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Gardez,33.598633,69.228996,2017-06-18,12.0,12.0,Taliban
Sidra,30.63179,18.351568,2017-06-20,1.0,1.0,Unknown
Paris,48.856644,2.34233,2017-06-19,1.0,0.0,Jihadi-inspired extremists
Arish,31.126646,33.800865,2017-06-19,1.0,0.0,Unknown
Tsamiya,10.857757,13.612441,2017-06-19,2.0,0.0,Boko Haram
Brussels,50.836426,4.367415,2017-06-20,1.0,0.0,Jihadi-inspired extremists
Mogadishu,2.059819,45.326115,2017-06-20,11.0,9.0,Al-Shabaab
Al-Salam,35.023304,43.370753,2017-06-20,12.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Bagram,34.93383,69.232788,2017-06-20,0.0,0.0,Unknown
Mosul,36.354145,43.14357,2017-06-20,1.0,0.0,Unknown
Idlib,35.928802,36.631451,2017-06-21,4.0,3.0,Islamic State of Iraq and the Levant (ISIL)
Kolofata,11.162543,14.013976,2017-06-21,10.0,,Boko Haram
Lashkar Gah,31.60063,64.369652,2017-06-22,35.0,58.0,Taliban
Mogadishu,2.059819,45.326115,2017-06-22,10.0,19.0,Al-Shabaab
Al-Baghdadi,33.8456,42.553495,2017-06-23,12.0,6.0,Islamic State of Iraq and the Levant (ISIL)
Al-Baghdadi,33.8456,42.553495,2017-06-23,7.0,5.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-06-23,13.0,21.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-06-23,4.0,9.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-06-23,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Quetta,30.200819,66.994354,2017-06-23,16.0,19.0,Khorasan Chapter of the Islamic State
Parachinar,33.897995,70.107536,2017-06-23,40.0,141.0,Lashkar-e-Jhangvi
Unknown,36.401849,36.34981,2017-06-23,0.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Kolofata,11.162543,14.013976,2017-06-23,1.0,0.0,Boko Haram
Mora,11.046735,14.140454,2017-06-23,2.0,1.0,Unknown
Pantha Chowk,34.039071,74.886206,2017-06-24,3.0,2.0,Lashkar-e-Taiba (LeT)
Musayyib,32.777344,44.289352,2017-06-24,0.0,0.0,Unknown
Ghani Khel,34.195751,70.786385,2017-06-25,1.0,0.0,Unknown
Maiduguri,11.840929,13.141459,2017-06-25,2.0,2.0,Boko Haram
Maiduguri,11.840929,13.141459,2017-06-25,5.0,6.0,Boko Haram
Maiduguri,11.840929,13.141459,2017-06-25,5.0,5.0,Boko Haram
Maiduguri,11.840929,13.141459,2017-06-25,1.0,0.0,Boko Haram
Maiduguri,11.840929,13.141459,2017-06-25,1.0,0.0,Boko Haram
Mosul,36.354145,43.14357,2017-06-25,12.0,,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-06-25,12.0,,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-06-25,11.0,,Islamic State of Iraq and the Levant (ISIL)
Musayyib,32.777344,44.289352,2017-06-26,2.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Unknown,32.980339,44.463513,2017-06-26,2.0,1.0,Islamic State of Iraq and the Levant (ISIL)
Maiduguri,11.840929,13.141459,2017-06-26,1.0,0.0,Boko Haram
Maiduguri,11.840929,13.141459,2017-06-26,1.0,0.0,Boko Haram
Lazakah,35.866613,43.31855,2017-06-26,1.0,0.0,Unknown
Maiduguri,11.840929,13.141459,2017-06-27,5.0,0.0,Boko Haram
Dulab,33.889561,42.623253,2017-06-28,2.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-06-28,2.0,0.0,Unknown
Kablewa,13.738622,12.931001,2017-06-28,4.0,11.0,Boko Haram
Raqqah,35.951523,39.009563,2017-06-29,,,Islamic State of Iraq and the Levant (ISIL)
Raqqah,35.951523,39.009563,2017-06-29,,,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-06-29,0.0,0.0,Unknown
Tarmiyah,33.669689,44.381317,2017-06-29,2.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Kerawa,11.184809,13.914295,2017-06-30,3.0,0.0,Boko Haram
Mosul,36.354145,43.14357,2017-06-30,4.0,0.0,Islamic State of Iraq and the Levant (ISIL)
As Sakran,34.192039,42.497272,2017-07-01,20.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mora,11.046735,14.140454,2017-07-01,5.0,2.0,Boko Haram
Vefa,33.435279,43.281158,2017-07-02,20.0,13.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-07-02,2.0,9.0,Islamic State of Iraq and the Levant (ISIL)
Damascus,33.515244,36.292084,2017-07-02,21.0,12.0,Unknown
Damascus,33.515244,36.292084,2017-07-02,0.0,0.0,Unknown
Albu Obaid,33.415941,43.050723,2017-07-03,3.0,,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-07-03,3.0,,Islamic State of Iraq and the Levant (ISIL)
Homeka,10.99087,14.231454,2017-07-03,5.0,10.0,Boko Haram
Mosul,36.354145,43.14357,2017-07-04,1.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Guvecci,35.898382,36.161843,2017-07-04,0.0,0.0,Unknown
Mosul,36.354145,43.14357,2017-07-06,17.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Hamah,35.129181,36.760738,2017-07-06,5.0,9.0,Unknown
Al-Birth,30.99614,34.247173,2017-07-07,65.0,26.0,Sinai Province of the Islamic State
Maiduguri,11.840929,13.141459,2017-07-07,2.0,0.0,Boko Haram
Mosul,36.354145,43.14357,2017-07-08,2.0,,Islamic State of Iraq and the Levant (ISIL)
Hit,33.633896,42.832081,2017-07-09,4.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Badush,36.407394,42.964626,2017-07-09,6.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-07-09,3.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Chaman,30.92211,66.45153,2017-07-10,4.0,10.0,Tehrik-i-Taliban Pakistan (TTP)
Benghazi,32.069286,20.151144,2017-07-10,2.0,3.0,Unknown
Maiduguri,11.840929,13.141459,2017-07-11,6.0,6.0,Boko Haram
Maiduguri,11.840929,13.141459,2017-07-11,6.0,6.0,Boko Haram
Maiduguri,11.840929,13.141459,2017-07-11,6.0,6.0,Boko Haram
Maiduguri,11.840929,13.141459,2017-07-11,5.0,5.0,Boko Haram
Tal Afar district,36.592364,42.216808,2017-07-12,17.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Homeka,10.99087,14.231454,2017-07-12,14.0,41.0,Boko Haram
Hatra,35.569427,42.723026,2017-07-11,17.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Karma,33.403057,43.911865,2017-07-13,10.0,9.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-07-13,5.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-07-13,2.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-07-13,2.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Jarobi,33.916111,70.612222,2017-07-14,2.0,2.0,Tehrik-i-Taliban Pakistan (TTP)
Gardez,33.598633,69.228996,2017-07-14,2.0,3.0,Taliban
Karma,33.403057,43.911865,2017-07-15,2.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Sydney,-33.934491,151.179691,2017-07-15,0.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Homs,34.717705,36.722824,2017-07-16,,,Islamic State of Iraq and the Levant (ISIL)
Hayatabad,33.976307,71.437157,2017-07-17,4.0,9.0,Tehrik-i-Taliban Pakistan (TTP)
Mosul,36.354145,43.14357,2017-07-17,7.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Balhaf,13.996908,48.184603,2017-07-17,9.0,5.0,Al-Qaida in the Arabian Peninsula (AQAP)
Maiduguri,11.840929,13.141459,2017-07-17,9.0,15.0,Boko Haram
Mammanti,11.899768,13.203335,2017-07-17,2.0,0.0,Boko Haram
Cimari,11.97342,13.690844,2017-07-17,1.0,0.0,Boko Haram
Dala,11.775833,13.0725,2017-07-18,1.0,0.0,Boko Haram
Manajir,36.688343,40.196632,2017-07-18,5.0,0.0,Islamic State of Iraq and the Levant (ISIL)
Mosul,36.354145,43.14357,2017-07-19,4.0,2.0,Islamic State of Iraq and the Levant (ISIL)
Armanaz,36.08363,36.5031,2017-07-19,4.0,15.0,Hay'at Tahrir al-Sham
